LAMMPS data file generated from CRAFTED-2.0.0/CIF_FILES/DDEC/IRMOF-1.cif

106 atoms
0 bonds
6 atom types
1 bond types

0.0 18.26598237 xlo xhi
0.0 15.81880476 ylo yhi
0.0 14.91411215 zlo zhi
9.13299119 9.13299119 5.27293492 xy xz yz

Masses

1 65.38000000 # Zn
2 1.00800000 # H
3 12.01100000 # C
4 15.99900000 # O
5 15.99940000 # O_co2
6 12.01070000 # C_co2

Atoms # full

41 1 3 0.67194000 24.86548180 17.28151690 9.11699676
42 1 3 0.67194000 11.66648294 3.81022277 5.79711539
43 1 3 0.67194000 29.93246531 14.35609261 13.25417147
44 1 3 0.67194000 6.59949943 6.73564707 1.65994068
45 1 3 -0.11508000 27.39897356 19.95700408 14.11173292
46 1 3 -0.11508000 9.13299119 1.13473559 0.80237923
47 1 3 -0.11508000 27.39897356 11.68060543 8.25943531
48 1 3 -0.11508000 9.13299119 9.41113424 6.65467684
49 1 3 -0.11508000 23.81518781 13.74970510 14.11173292
50 1 3 -0.11508000 12.71677693 7.34203458 0.80237923
51 1 3 -0.11508000 30.98275930 17.88790442 8.25943531
52 1 3 -0.11508000 5.54920544 3.20383526 6.65467684
53 1 3 -0.11508000 23.81518781 17.88790442 8.25943531
54 1 3 -0.11508000 12.71677693 3.20383526 6.65467684
55 1 3 -0.11508000 30.98275930 13.74970510 14.11173292
56 1 3 -0.11508000 5.54920544 7.34203458 0.80237923
57 1 3 -0.05590000 18.26598237 5.39948536 13.53157396
58 1 3 -0.05590000 18.26598237 15.69225432 1.38253820
59 1 3 -0.05590300 18.26598237 14.55751872 0.58015896
60 1 3 -0.05590300 18.26598237 6.53422095 14.33395319
61 1 3 -0.05590000 26.19707192 11.11323764 7.85824569
62 1 3 -0.05590000 10.33489282 9.97850204 7.05586646
63 1 3 -0.05590300 10.33489282 11.11323764 7.85824569
64 1 3 -0.05590300 26.19707192 9.97850204 7.05586646
65 1 3 -0.05590000 14.79179252 8.54004540 0.58015896
66 1 3 -0.05590000 21.74017222 12.55169428 14.33395319
67 1 3 -0.05590300 22.72288207 13.11906208 13.53157396
68 1 3 -0.05590300 13.80908267 7.97267760 1.38253820
69 1 3 -0.05590000 21.74017222 3.39366091 7.85824569
70 1 3 -0.05590000 14.79179252 17.69807876 7.05586646
71 1 3 -0.05590300 13.80908267 17.13071097 7.85824569
72 1 3 -0.05590300 22.72288207 3.96102871 7.05586646
73 1 3 -0.05590100 22.72288207 17.13071097 7.85824569
74 1 3 -0.05590100 13.80908267 3.96102871 7.05586646
75 1 3 -0.05590300 14.79179252 3.39366091 7.85824569
76 1 3 -0.05590300 21.74017222 17.69807876 7.05586646
77 1 3 -0.05590000 21.74017222 8.54004540 0.58015896
78 1 3 -0.05590000 14.79179252 12.55169428 14.33395319
79 1 3 -0.05590300 13.80908267 13.11906208 13.53157396
80 1 3 -0.05590300 22.72288207 7.97267760 1.38253820
81 1 4 -1.26215100 27.39897355 15.81880476 11.18558411
82 1 4 -1.26215100 9.13299119 5.27293492 3.72852804
83 1 4 -0.60118000 27.39897355 18.93827306 11.96410077
84 1 4 -0.60118000 9.13299118 2.15346662 2.95001138
85 1 4 -0.60117900 27.39897356 17.59262006 13.86714148
86 1 4 -0.60117900 9.13299118 3.49911961 1.04697067
87 1 4 -0.60117900 26.23360388 13.37216296 9.45554710
88 1 4 -0.60117900 10.29836086 7.71957672 5.45856505
89 1 4 -0.60118000 28.56434323 13.37216296 9.45554710
90 1 4 -0.60118000 7.96762151 7.71957672 5.45856505
91 1 4 -0.60118000 25.86280444 14.93189710 13.86714148
92 1 4 -0.60118000 10.66916030 6.15984257 1.04697067
93 1 4 -0.60117900 24.69743476 14.25907061 11.96410077
94 1 4 -0.60117900 11.83452998 6.83266907 2.95001138
95 1 4 -0.60118000 28.93514267 18.05136540 9.45554710
96 1 4 -0.60118000 7.59682207 3.04037427 5.45856505
97 1 4 -0.60117900 30.10051235 16.03288592 9.45554710
98 1 4 -0.60117900 6.43145239 5.05885376 5.45856505
99 1 4 -0.60117900 24.69743476 16.03288592 9.45554710
100 1 4 -0.60117900 11.83452998 5.05885376 5.45856505
101 1 4 -0.60118000 25.86280444 18.05136540 9.45554710
102 1 4 -0.60118000 10.66916030 3.04037427 5.45856505
103 1 4 -0.60118000 28.93514267 14.93189710 13.86714148
104 1 4 -0.60118000 7.59682207 6.15984257 1.04697067
105 1 4 -0.60118000 30.10051235 14.25907061 11.96410077
106 1 4 -0.60118000 6.43145239 6.83266907 2.95001138
